sample_name	anonymized_name	collection_timestamp	depth	description	disease_status	dna_extracted	env_biome	env_feature	env_material	env_package	extracted_dna_avail_now	geo_loc_name	host_common_name	host_scientific_name	host_subject_id	host_taxid	latitude	longitude	lux_max	lux_mean	nh3_nox_po4_units	nh3_pa	nh3_pb	nox_pa	nox_pb	physical_specimen_location	physical_specimen_remaining	po4_pa	po4_pb	public	qiita_study_id	sample_type	scientific_name	season	state_location	taxon_id	temp	temp_max	temp_mean	title	wave_max	wave_mean
2229.B.I.chem.HEsL1.Thomas.CMB.Seaweed.lane5.NoIndex.L005	UNSWB.I. chem HEsL116A2	2011-06-01	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWB.I. chem HEsL116A2	309355	-33.9907	151.2324	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Winter 1	NSW - centre	1300146	18	19.47	17.97	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.B.I.chem.HEsL2.Thomas.CMB.Seaweed.lane5.NoIndex.L005	UNSWB.I. chem HEsL216A3	2011-06-01	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWB.I. chem HEsL216A3	309355	-33.9907	151.2324	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Winter 1	NSW - centre	1300146	Missing: Not provided	Missing: Not provided	Missing: Not provided	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.B.I.chem.HEsL3.Thomas.CMB.Seaweed.lane5.NoIndex.L005	UNSWB.I. chem HEsL316A4	2011-06-01	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWB.I. chem HEsL316A4	309355	-33.9907	151.2324	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Winter 1	NSW - centre	1300146	Missing: Not provided	Missing: Not provided	Missing: Not provided	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.B.I.chem.HEsL4.Thomas.CMB.Seaweed.lane5.NoIndex.L005	UNSWB.I. chem HEsL416A5	2011-06-01	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWB.I. chem HEsL416A5	309355	-33.9907	151.2324	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Winter 1	NSW - centre	1300146	Missing: Not provided	Missing: Not provided	Missing: Not provided	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.B.I.chem.HEsL5.Thomas.CMB.Seaweed.lane5.NoIndex.L005	UNSWB.I. chem HEsL516A6	2011-06-01	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWB.I. chem HEsL516A6	309355	-33.9907	151.2324	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Winter 1	NSW - centre	1300146	Missing: Not provided	Missing: Not provided	Missing: Not provided	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.MT.L.B.HE.LpL1.Thomas.CMB.Seaweed.lane5.NoIndex.L005	UNSWMT.L.B. HE LpL116B3	2012-01-11	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWMT.L.B. HE LpL116B3	309355	-33.9656	151.2561	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	NSW - centre	1300146	Missing: Not provided	Missing: Not provided	Missing: Not provided	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.MT.L.B.HE.LpL2.Thomas.CMB.Seaweed.lane5.NoIndex.L005	UNSWMT.L.B. HE LpL216B4	2012-01-11	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWMT.L.B. HE LpL216B4	309355	-33.9656	151.2561	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	NSW - centre	1300146	Missing: Not provided	Missing: Not provided	Missing: Not provided	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.MT.L.B.HE.LpL3.Thomas.CMB.Seaweed.lane5.NoIndex.L005	UNSWMT.L.B. HE LpL316B5	2012-01-11	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWMT.L.B. HE LpL316B5	309355	-33.9656	151.2561	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	NSW - centre	1300146	Missing: Not provided	Missing: Not provided	Missing: Not provided	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.MT.L.B.HE.LsL1.Thomas.CMB.Seaweed.lane5.NoIndex.L005	UNSWMT.L.B. HE LsL116B9	2012-01-11	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWMT.L.B. HE LsL116B9	309355	-33.9656	151.2561	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	NSW - centre	1300146	Missing: Not provided	Missing: Not provided	Missing: Not provided	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.MT.L.B.HE.LsL2.Thomas.CMB.Seaweed.lane5.NoIndex.L005	UNSWMT.L.B. HE LsL216B10	2012-01-11	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWMT.L.B. HE LsL216B10	309355	-33.9656	151.2561	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	NSW - centre	1300146	Missing: Not provided	Missing: Not provided	Missing: Not provided	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.MT.L.B.HE.LsL3.Thomas.CMB.Seaweed.lane5.NoIndex.L005	UNSWMT.L.B. HE LsL316B11	2012-01-11	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWMT.L.B. HE LsL316B11	309355	-33.9656	151.2561	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	NSW - centre	1300146	Missing: Not provided	Missing: Not provided	Missing: Not provided	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.MT.L.B.HE.UpL1.Thomas.CMB.Seaweed.lane5.NoIndex.L005	UNSWMT.L.B. HE UpL116B6	2012-01-11	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWMT.L.B. HE UpL116B6	309355	-33.9656	151.2561	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	NSW - centre	1300146	Missing: Not provided	Missing: Not provided	Missing: Not provided	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.MT.L.B.HE.UpL2.Thomas.CMB.Seaweed.lane5.NoIndex.L005	UNSWMT.L.B. HE UpL216B7	2012-01-11	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWMT.L.B. HE UpL216B7	309355	-33.9656	151.2561	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	NSW - centre	1300146	Missing: Not provided	Missing: Not provided	Missing: Not provided	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.MT.L.B.HE.UpL3.Thomas.CMB.Seaweed.lane5.NoIndex.L005	UNSWMT.L.B. HE UpL316B8	2012-01-11	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWMT.L.B. HE UpL316B8	309355	-33.9656	151.2561	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	NSW - centre	1300146	Missing: Not provided	Missing: Not provided	Missing: Not provided	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.MT.L.B.HE.UsL1.Thomas.CMB.Seaweed.lane5.NoIndex.L005	UNSWMT.L.B. HE UsL116B12	2012-01-11	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWMT.L.B. HE UsL116B12	309355	-33.9656	151.2561	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	NSW - centre	1300146	Missing: Not provided	Missing: Not provided	Missing: Not provided	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.MT.L.B.HE.UsL2.Thomas.CMB.Seaweed.lane5.NoIndex.L005	UNSWMT.L.B. HE UsL216C1	2012-01-11	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWMT.L.B. HE UsL216C1	309355	-33.9656	151.2561	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	NSW - centre	1300146	Missing: Not provided	Missing: Not provided	Missing: Not provided	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.MT.L.B.HE.UsL3.Thomas.CMB.Seaweed.lane5.NoIndex.L005	UNSWMT.L.B. HE UsL316C2	2012-01-11	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWMT.L.B. HE UsL316C2	309355	-33.9656	151.2561	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	NSW - centre	1300146	Missing: Not provided	Missing: Not provided	Missing: Not provided	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.MT.L.B.HE.st1.Thomas.CMB.Seaweed.lane5.NoIndex.L005	UNSWMT.L.B. HE st116A12	2012-01-11	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWMT.L.B. HE st116A12	309355	-33.9656	151.2561	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	NSW - centre	1300146	Missing: Not provided	Missing: Not provided	Missing: Not provided	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.MT.L.B.HE.st2.Thomas.CMB.Seaweed.lane5.NoIndex.L005	UNSWMT.L.B. HE st216B1	2012-01-11	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWMT.L.B. HE st216B1	309355	-33.9656	151.2561	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	NSW - centre	1300146	Missing: Not provided	Missing: Not provided	Missing: Not provided	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.MT.L.B.HE.st3.Thomas.CMB.Seaweed.lane5.NoIndex.L005	UNSWMT.L.B. HE st316B2	2012-01-11	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWMT.L.B. HE st316B2	309355	-33.9656	151.2561	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	NSW - centre	1300146	Missing: Not provided	Missing: Not provided	Missing: Not provided	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.S1.N1.4.HE1.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS1 N1.4 HE112E5	2012-02-15	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWS1 N1.4 HE112E5	309355	-33.5456	151.3093	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	NSW - centre	1300146	Missing: Not provided	Missing: Not provided	Missing: Not provided	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.S1.N1.4.HE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS1 N1.4 HE212E6	2012-02-15	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWS1 N1.4 HE212E6	309355	-33.5456	151.3093	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	NSW - centre	1300146	18.3	19.76	18.26	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.S1.N1.4.HE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS1 N1.4 HE312E7	2012-02-15	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWS1 N1.4 HE312E7	309355	-33.5456	151.3093	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	NSW - centre	1300146	18.3	19.76	18.26	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
2229.S1.N1.4.HE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006	UNSWS1 N1.4 HE412E8	2012-02-15	0.02-0.03	DNA from surface swab of Ecklonia radiata macro algae	Healthy	TRUE	marine biome	kelp forest	biofilm	host-associated	TRUE	Australia:NSW	kelp	Ecklonia radiata	UNSWS1 N1.4 HE412E8	309355	-33.5456	151.3093	Missing: Not provided	Missing: Not provided	mg/L	Missing: Not provided	Missing: Not provided	Missing: Not provided	Missing: Not provided	Thomas lab	TRUE	Missing: Not provided	Missing: Not provided	TRUE	2229	kelp mucus	algae metagenome	Summer 1	NSW - centre	1300146	18.3	19.76	18.26	Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography	Missing: Not provided	Missing: Not provided
